TMAX,TMIN,DATE,STATION
  277,   54,1986-08-13,ZI000067865
  287,   42,1986-08-14,ZI000067865
  281,   47,1986-08-15,ZI000067865
  279,   63,1986-08-16,ZI000067865
  284,   34,1986-08-17,ZI000067865
  287,   27,1986-08-18,ZI000067865
  287,   56,1986-08-19,ZI000067865
  264,   99,1986-08-20,ZI000067865
  242,   94,1986-08-21,ZI000067865
  250,   86,1986-08-22,ZI000067865
  266,   73,1986-08-23,ZI000067865
  287,   70,1986-08-24,ZI000067865
  293,   70,1986-08-25,ZI000067865
  293,   86,1986-08-26,ZI000067865
  296,   97,1986-08-27,ZI000067865
  305,  123,1986-08-28,ZI000067865
  304,  100,1986-08-29,ZI000067865
  313,  132,1986-08-30,ZI000067865
  317,  102,1986-08-31,ZI000067865
  265,  157,1986-09-01,ZI000067865
  278,  123,1986-09-02,ZI000067865
  250,   95,1986-09-03,ZI000067865
  250,   57,1986-09-04,ZI000067865
  277,   52,1986-09-05,ZI000067865
  282,   90,1986-09-06,ZI000067865
  296,   92,1986-09-07,ZI000067865
  315,  103,1986-09-08,ZI000067865
  308,  118,1986-09-09,ZI000067865
  305,  102,1986-09-10,ZI000067865
  287,   92,1986-09-11,ZI000067865
  301,  117,1986-09-12,ZI000067865
  292,  147,1986-09-13,ZI000067865
  307,  120,1986-09-14,ZI000067865
  315,   98,1986-09-15,ZI000067865
  335,  104,1986-09-16,ZI000067865
  322,  144,1986-09-17,ZI000067865
  298,  148,1986-09-18,ZI000067865
  298,  132,1986-09-19,ZI000067865
  286,  126,1986-09-20,ZI000067865
  291,  109,1986-09-21,ZI000067865
  303,  100,1986-09-22,ZI000067865
  316,  130,1986-09-23,ZI000067865
  342,  147,1986-09-24,ZI000067865
  340,  160,1986-09-25,ZI000067865
  313,  173,1986-09-26,ZI000067865
  232,  142,1986-09-27,ZI000067865
  242,  144,1986-09-28,ZI000067865
  259,  127,1986-09-29,ZI000067865
  262,  107,1986-09-30,ZI000067865
  279,  107,1986-10-01,ZI000067865
  285,  115,1986-10-02,ZI000067865
  270,  127,1986-10-03,ZI000067865
  284,  114,1986-10-04,ZI000067865
  314,  118,1986-10-05,ZI000067865
  328,  150,1986-10-06,ZI000067865
  338,  153,1986-10-07,ZI000067865
  290,  169,1986-10-08,ZI000067865
  316,  154,1986-10-09,ZI000067865
  262,  164,1986-10-10,ZI000067865
  303,  149,1986-10-11,ZI000067865
  320,  138,1986-10-12,ZI000067865
  323,  139,1986-10-13,ZI000067865
  330,  157,1986-10-14,ZI000067865
  340,  140,1986-10-15,ZI000067865
  328,  174,1986-10-16,ZI000067865
  288,  175,1986-10-17,ZI000067865
  306,  152,1986-10-18,ZI000067865
  324,  167,1986-10-19,ZI000067865
  327,  183,1986-10-20,ZI000067865
  303,  185,1986-10-21,ZI000067865
  320,  176,1986-10-22,ZI000067865
  304,  153,1986-10-23,ZI000067865
  320,  128,1986-10-24,ZI000067865
  300,  152,1986-10-25,ZI000067865
  297,  157,1986-10-26,ZI000067865
  328,  145,1986-10-27,ZI000067865
  338,  160,1986-10-28,ZI000067865
  273,  173,1986-10-29,ZI000067865
  302,  172,1986-10-30,ZI000067865
  289,  173,1986-10-31,ZI000067865
  285,  168,1986-11-01,ZI000067865
  284,  166,1986-11-02,ZI000067865
  302,  165,1986-11-03,ZI000067865
  314,  153,1986-11-04,ZI000067865
  317,  151,1986-11-05,ZI000067865
  303,  166,1986-11-06,ZI000067865
  319,  155,1986-11-07,ZI000067865
  330,  191,1986-11-08,ZI000067865
  312,  160,1986-11-09,ZI000067865
  277,  165,1986-11-10,ZI000067865
  287,  163,1986-11-11,ZI000067865
  283,  142,1986-11-12,ZI000067865
  287,  108,1986-11-13,ZI000067865
  298,  107,1986-11-14,ZI000067865
  319,  107,1986-11-15,ZI000067865
  310,  123,1986-11-16,ZI000067865
  328,  131,1986-11-17,ZI000067865
  314,  147,1986-11-18,ZI000067865
  320,  156,1986-11-19,ZI000067865
  309,  175,1986-11-20,ZI000067865
  308,  162,1986-11-21,ZI000067865
  329,  145,1986-11-22,ZI000067865
  333,  145,1986-11-23,ZI000067865
  321,  170,1986-11-24,ZI000067865
  330,  164,1986-11-25,ZI000067865
  334,  147,1986-11-26,ZI000067865
  337,  185,1986-11-27,ZI000067865
  272,  181,1986-11-28,ZI000067865
  298,  186,1986-11-29,ZI000067865
  316,  174,1986-11-30,ZI000067865
  306,  182,1986-12-01,ZI000067865
  325,  180,1986-12-02,ZI000067865
  305,  174,1986-12-03,ZI000067865
  260,  196,1986-12-04,ZI000067865
  291,  182,1986-12-05,ZI000067865
  250,  184,1986-12-06,ZI000067865
  277,  171,1986-12-07,ZI000067865
  266,  174,1986-12-08,ZI000067865
  235,  184,1986-12-09,ZI000067865
  224,  174,1986-12-10,ZI000067865
  200,  157,1986-12-11,ZI000067865
  244,  128,1986-12-12,ZI000067865
  265,  114,1986-12-13,ZI000067865
  291,  115,1986-12-14,ZI000067865
  297,  139,1986-12-15,ZI000067865
  309,  144,1986-12-16,ZI000067865
  306,  151,1986-12-17,ZI000067865
  278,  188,1986-12-18,ZI000067865
  296,  172,1986-12-19,ZI000067865
  293,  152,1986-12-20,ZI000067865
  283,  131,1986-12-21,ZI000067865
  304,  141,1986-12-22,ZI000067865
  325,  144,1986-12-23,ZI000067865
  336,  157,1986-12-24,ZI000067865
  338,  169,1986-12-25,ZI000067865
  328,  169,1986-12-26,ZI000067865
  330,  157,1986-12-27,ZI000067865
  309,  164,1986-12-28,ZI000067865
  307,  192,1986-12-29,ZI000067865
  277,  160,1986-12-30,ZI000067865
  278,  167,1986-12-31,ZI000067865
  293,  157,1987-01-01,ZI000067865
  307,  162,1987-01-02,ZI000067865
  270,  165,1987-01-03,ZI000067865
  297,  168,1987-01-04,ZI000067865
  303,  102,1987-01-05,ZI000067865
  328,  100,1987-01-06,ZI000067865
  321,  137,1987-01-07,ZI000067865
  318,  146,1987-01-08,ZI000067865
  322,  157,1987-01-09,ZI000067865
  330,  144,1987-01-10,ZI000067865
  328,  146,1987-01-11,ZI000067865
  338,  153,1987-01-12,ZI000067865
  317,  194,1987-01-13,ZI000067865
  294,  172,1987-01-14,ZI000067865
  262,  168,1987-01-15,ZI000067865
  286,  175,1987-01-16,ZI000067865
  250,  172,1987-01-17,ZI000067865
  277,  180,1987-01-18,ZI000067865
  275,  173,1987-01-19,ZI000067865
  284,  175,1987-01-20,ZI000067865
  300,  164,1987-01-21,ZI000067865
  320,  169,1987-01-22,ZI000067865
  303,  190,1987-01-23,ZI000067865
  303,  188,1987-01-24,ZI000067865
  270,  187,1987-01-25,ZI000067865
  278,  172,1987-01-26,ZI000067865
  294,  170,1987-01-27,ZI000067865
  302,  153,1987-01-28,ZI000067865
  310,  119,1987-01-29,ZI000067865
  315,  139,1987-01-30,ZI000067865
  327,  130,1987-01-31,ZI000067865
  320,  144,1987-02-01,ZI000067865
  319,  157,1987-02-02,ZI000067865
  328,  157,1987-02-03,ZI000067865
  322,  197,1987-02-04,ZI000067865
  303,  182,1987-02-05,ZI000067865
  300,  190,1987-02-06,ZI000067865
  298,  186,1987-02-07,ZI000067865
  296,  142,1987-02-08,ZI000067865
  302,  156,1987-02-09,ZI000067865
  322,  143,1987-02-10,ZI000067865
  317,  182,1987-02-11,ZI000067865
  300,  180,1987-02-12,ZI000067865
  312,  149,1987-02-13,ZI000067865
  332,  175,1987-02-14,ZI000067865
  337,  155,1987-02-15,ZI000067865
  338,  138,1987-02-16,ZI000067865
  318,  172,1987-02-17,ZI000067865
  326,  128,1987-02-18,ZI000067865
  330,  127,1987-02-19,ZI000067865
  337,  135,1987-02-20,ZI000067865
  348,  152,1987-02-21,ZI000067865
  342,  158,1987-02-22,ZI000067865
  340,  147,1987-02-23,ZI000067865
  337,  163,1987-02-24,ZI000067865
  309,  167,1987-02-25,ZI000067865
  291,  175,1987-02-26,ZI000067865
  328,  165,1987-02-27,ZI000067865
  319,  149,1987-02-28,ZI000067865
  324,  157,1987-03-01,ZI000067865
  293,  172,1987-03-02,ZI000067865
  321,  148,1987-03-03,ZI000067865
  320,  151,1987-03-04,ZI000067865
  319,  160,1987-03-05,ZI000067865
  342,  134,1987-03-06,ZI000067865
  339,  164,1987-03-07,ZI000067865
  324,  154,1987-03-08,ZI000067865
  295,  175,1987-03-09,ZI000067865
  318,  150,1987-03-10,ZI000067865
  318,  157,1987-03-11,ZI000067865
  318,  166,1987-03-12,ZI000067865
  317,  157,1987-03-13,ZI000067865
  334,  150,1987-03-14,ZI000067865
  319,  158,1987-03-15,ZI000067865
  327,  180,1987-03-16,ZI000067865
  332,  194,1987-03-17,ZI000067865
  323,  121,1987-03-18,ZI000067865
  325,  145,1987-03-19,ZI000067865
  341,  171,1987-03-20,ZI000067865
  327,  179,1987-03-21,ZI000067865
  300,  182,1987-03-22,ZI000067865
  318,  150,1987-03-23,ZI000067865
  311,  188,1987-03-24,ZI000067865
  287,  187,1987-03-25,ZI000067865
  250,  168,1987-03-26,ZI000067865
  266,  157,1987-03-27,ZI000067865
  284,  162,1987-03-28,ZI000067865
  292,  164,1987-03-29,ZI000067865
  310,  156,1987-03-30,ZI000067865
  317,  138,1987-03-31,ZI000067865
  320,  134,1987-04-01,ZI000067865
  318,  138,1987-04-02,ZI000067865
  326,  122,1987-04-03,ZI000067865
  334,  110,1987-04-04,ZI000067865
  327,  127,1987-04-05,ZI000067865
  332,  140,1987-04-06,ZI000067865
  338,  142,1987-04-07,ZI000067865
  339,  147,1987-04-08,ZI000067865
  330,  115,1987-04-09,ZI000067865
  328,  113,1987-04-10,ZI000067865
  325,  127,1987-04-11,ZI000067865
  258,  162,1987-04-12,ZI000067865
  293,  145,1987-04-13,ZI000067865
  304,  140,1987-04-14,ZI000067865
  325,  129,1987-04-15,ZI000067865
  331,  157,1987-04-16,ZI000067865
  257,  192,1987-04-17,ZI000067865
  264,  150,1987-04-18,ZI000067865
  268,   98,1987-04-19,ZI000067865
  279,  110,1987-04-20,ZI000067865
  285,  119,1987-04-21,ZI000067865
  298,  128,1987-04-22,ZI000067865
  315,   88,1987-04-23,ZI000067865
  312,  106,1987-04-24,ZI000067865
  283,  140,1987-04-25,ZI000067865
  272,  106,1987-04-26,ZI000067865
  278,   89,1987-04-27,ZI000067865
  293,   76,1987-04-28,ZI000067865
  281,   78,1987-04-29,ZI000067865
  265,  101,1987-04-30,ZI000067865
  277,   93,1987-05-01,ZI000067865
  268,   93,1987-05-02,ZI000067865
  263,  107,1987-05-03,ZI000067865
  264,   98,1987-05-04,ZI000067865
  290,  113,1987-05-05,ZI000067865
  300,   89,1987-05-06,ZI000067865
  312,   99,1987-05-07,ZI000067865
  308,  137,1987-05-08,ZI000067865
  288,  133,1987-05-09,ZI000067865
  286,  100,1987-05-10,ZI000067865
  292,   86,1987-05-11,ZI000067865
  301,   90,1987-05-12,ZI000067865
  323,   96,1987-05-13,ZI000067865
  327,  112,1987-05-14,ZI000067865
  332,   92,1987-05-15,ZI000067865
  329,   96,1987-05-16,ZI000067865
  318,   86,1987-05-17,ZI000067865
  317,   83,1987-05-18,ZI000067865
  310,  102,1987-05-19,ZI000067865
  300,  121,1987-05-20,ZI000067865
  268,  127,1987-05-21,ZI000067865
  251,  123,1987-05-22,ZI000067865
  242,  132,1987-05-23,ZI000067865
  252,   88,1987-05-24,ZI000067865
  251,   85,1987-05-25,ZI000067865
  257,   90,1987-05-26,ZI000067865
  214,  113,1987-05-27,ZI000067865
  240,  115,1987-05-28,ZI000067865
  253,  105,1987-05-29,ZI000067865
  236,  103,1987-05-30,ZI000067865
  246,  132,1987-05-31,ZI000067865
  261,   64,1987-06-01,ZI000067865
  280,   42,1987-06-02,ZI000067865
  291,   45,1987-06-03,ZI000067865
  288,   94,1987-06-04,ZI000067865
  289,   53,1987-06-05,ZI000067865
  279,  102,1987-06-06,ZI000067865
  254,   91,1987-06-07,ZI000067865
  255,   79,1987-06-08,ZI000067865
  238,   32,1987-06-09,ZI000067865
  251,   29,1987-06-10,ZI000067865
  250,   43,1987-06-11,ZI000067865
  212,   71,1987-06-12,ZI000067865
  232,   72,1987-06-13,ZI000067865
  236,   88,1987-06-14,ZI000067865
  246,   38,1987-06-15,ZI000067865
  264,   22,1987-06-16,ZI000067865
  272,   23,1987-06-17,ZI000067865
  272,    3,1987-06-18,ZI000067865
  174,   66,1987-06-19,ZI000067865
  165,   64,1987-06-20,ZI000067865
  172,   57,1987-06-21,ZI000067865
  177,   62,1987-06-22,ZI000067865
  203,   33,1987-06-23,ZI000067865
  225,   14,1987-06-24,ZI000067865
  222,   10,1987-06-25,ZI000067865
  226,    2,1987-06-26,ZI000067865
  215,   24,1987-06-27,ZI000067865
  215,   54,1987-06-28,ZI000067865
  202,   54,1987-06-29,ZI000067865
  224,   60,1987-06-30,ZI000067865
  237,   21,1987-07-01,ZI000067865
  240,   20,1987-07-02,ZI000067865
  250,    9,1987-07-03,ZI000067865
  255,   16,1987-07-04,ZI000067865
  248,   69,1987-07-05,ZI000067865
  245,   32,1987-07-06,ZI000067865
  223,   36,1987-07-07,ZI000067865
  212,   63,1987-07-08,ZI000067865
  198,   43,1987-07-09,ZI000067865
  220,   52,1987-07-10,ZI000067865
  231,   22,1987-07-11,ZI000067865
  240,   66,1987-07-12,ZI000067865
  247,   72,1987-07-13,ZI000067865
  253,   38,1987-07-14,ZI000067865
  245,   42,1987-07-15,ZI000067865
  211,   50,1987-07-16,ZI000067865
  214,   55,1987-07-17,ZI000067865
  242,   42,1987-07-18,ZI000067865
  250,   26,1987-07-19,ZI000067865
  267,   44,1987-07-20,ZI000067865
  236,   53,1987-07-21,ZI000067865
  188,   31,1987-07-22,ZI000067865
  190,   13,1987-07-23,ZI000067865
  203,   52,1987-07-24,ZI000067865
  227,   66,1987-07-25,ZI000067865
  246,   60,1987-07-26,ZI000067865
  259,   20,1987-07-27,ZI000067865
  278,   42,1987-07-28,ZI000067865
  277,  105,1987-07-29,ZI000067865
  253,  105,1987-07-30,ZI000067865
  244,   98,1987-07-31,ZI000067865
  230,   81,1987-08-01,ZI000067865
  237,   84,1987-08-02,ZI000067865
  257,   94,1987-08-03,ZI000067865
  264,   71,1987-08-04,ZI000067865
  240,   70,1987-08-05,ZI000067865
  217,   85,1987-08-06,ZI000067865
  220,   69,1987-08-07,ZI000067865
  223,   75,1987-08-08,ZI000067865
  225,   69,1987-08-09,ZI000067865
  249,   88,1987-08-10,ZI000067865
  272,  108,1987-08-11,ZI000067865
  282,   90,1987-08-12,ZI000067865
  303,   93,1987-08-13,ZI000067865
  251,  120,1987-08-14,ZI000067865
  267,  109,1987-08-15,ZI000067865
  272,   92,1987-08-16,ZI000067865
  287,  115,1987-08-17,ZI000067865
  287,  127,1987-08-18,ZI000067865
  279,  115,1987-08-19,ZI000067865
  240,  129,1987-08-20,ZI000067865
  258,  100,1987-08-21,ZI000067865
  258,   90,1987-08-22,ZI000067865
  249,  109,1987-08-23,ZI000067865
  279,  152,1987-08-24,ZI000067865
  295,  131,1987-08-25,ZI000067865
  267,  124,1987-08-26,ZI000067865
  274,  118,1987-08-27,ZI000067865
  282,  111,1987-08-28,ZI000067865
  278,  110,1987-08-29,ZI000067865
  287,  108,1987-08-30,ZI000067865
  303,  132,1987-08-31,ZI000067865
  313,  130,1987-09-01,ZI000067865
  305,  139,1987-09-02,ZI000067865
  313,  113,1987-09-03,ZI000067865
  312,  119,1987-09-04,ZI000067865
  297,  163,1987-09-05,ZI000067865
  278,  144,1987-09-06,ZI000067865
  269,  145,1987-09-07,ZI000067865
  299,  113,1987-09-08,ZI000067865
  309,  101,1987-09-09,ZI000067865
  300,  167,1987-09-10,ZI000067865
  278,  130,1987-09-11,ZI000067865
  296,  132,1987-09-12,ZI000067865
  316,  128,1987-09-13,ZI000067865
  322,  157,1987-09-14,ZI000067865
  321,  160,1987-09-15,ZI000067865
  317,  161,1987-09-16,ZI000067865
  270,  165,1987-09-17,ZI000067865
  232,  137,1987-09-18,ZI000067865
  277,   94,1987-09-19,ZI000067865
  298,  105,1987-09-20,ZI000067865
  341,  145,1987-09-21,ZI000067865
  322,  170,1987-09-22,ZI000067865
  341,  132,1987-09-23,ZI000067865
  328,  175,1987-09-24,ZI000067865
  338,  170,1987-09-25,ZI000067865
  353,  155,1987-09-26,ZI000067865
  320,  176,1987-09-27,ZI000067865
  288,  172,1987-09-28,ZI000067865
  290,  132,1987-09-29,ZI000067865
  314,   90,1987-09-30,ZI000067865
  333,  127,1987-10-01,ZI000067865
  327,  133,1987-10-02,ZI000067865
  180,  128,1987-10-03,ZI000067865
  202,  115,1987-10-04,ZI000067865
  269,   99,1987-10-05,ZI000067865
  294,  106,1987-10-06,ZI000067865
  306,  105,1987-10-07,ZI000067865
  313,  137,1987-10-08,ZI000067865
  322,  136,1987-10-09,ZI000067865
  332,  127,1987-10-10,ZI000067865
  343,  177,1987-10-11,ZI000067865
  347,  170,1987-10-12,ZI000067865
  326,  200,1987-10-13,ZI000067865
  299,  164,1987-10-14,ZI000067865
  300,  168,1987-10-15,ZI000067865
  283,  170,1987-10-16,ZI000067865
  268,  130,1987-10-17,ZI000067865
  288,   89,1987-10-18,ZI000067865
  308,   98,1987-10-19,ZI000067865
  292,  140,1987-10-20,ZI000067865
  284,  138,1987-10-21,ZI000067865
  288,  145,1987-10-22,ZI000067865
  300,  157,1987-10-23,ZI000067865
  321,  148,1987-10-24,ZI000067865
  324,  158,1987-10-25,ZI000067865
  334,  170,1987-10-26,ZI000067865
  344,  195,1987-10-27,ZI000067865
  358,  169,1987-10-28,ZI000067865
  351,  174,1987-10-29,ZI000067865
  308,  194,1987-10-30,ZI000067865
  319,  148,1987-10-31,ZI000067865
  335,  147,1987-11-01,ZI000067865
  346,  183,1987-11-02,ZI000067865
  357,  181,1987-11-03,ZI000067865
  359,  200,1987-11-04,ZI000067865
  358,  202,1987-11-05,ZI000067865
  331,  217,1987-11-06,ZI000067865
  289,  188,1987-11-07,ZI000067865
  295,  172,1987-11-08,ZI000067865
  305,  157,1987-11-09,ZI000067865
  304,  146,1987-11-10,ZI000067865
  278,  173,1987-11-11,ZI000067865
  290,  148,1987-11-12,ZI000067865
  299,  145,1987-11-13,ZI000067865
  318,  146,1987-11-14,ZI000067865
  343,  157,1987-11-15,ZI000067865
  359,  146,1987-11-16,ZI000067865
  349,  180,1987-11-17,ZI000067865
  360,  188,1987-11-18,ZI000067865
  370,  193,1987-11-19,ZI000067865
  377,  195,1987-11-20,ZI000067865
  346,  216,1987-11-21,ZI000067865
  331,  195,1987-11-22,ZI000067865
  315,  182,1987-11-23,ZI000067865
  316,  205,1987-11-24,ZI000067865
  344,  196,1987-11-25,ZI000067865
  343,  216,1987-11-26,ZI000067865
  325,  169,1987-11-27,ZI000067865
  274,  170,1987-11-28,ZI000067865
  285,  173,1987-11-29,ZI000067865
  297,  183,1987-11-30,ZI000067865
  282,  171,1987-12-01,ZI000067865
  296,  188,1987-12-02,ZI000067865
  307,  166,1987-12-03,ZI000067865
  318,  177,1987-12-04,ZI000067865
  304,  188,1987-12-05,ZI000067865
  276,  202,1987-12-06,ZI000067865
  270,  173,1987-12-07,ZI000067865
  281,  188,1987-12-08,ZI000067865
  277,  192,1987-12-09,ZI000067865
  286,  199,1987-12-10,ZI000067865
  253,  200,1987-12-11,ZI000067865
  277,  187,1987-12-12,ZI000067865
  262,  178,1987-12-13,ZI000067865
  280,  195,1987-12-14,ZI000067865
  287,  194,1987-12-15,ZI000067865
  295,  183,1987-12-16,ZI000067865
  270,  185,1987-12-17,ZI000067865
  274,  183,1987-12-18,ZI000067865
  299,  192,1987-12-19,ZI000067865
  280,  194,1987-12-20,ZI000067865
  320,  185,1987-12-21,ZI000067865
  313,  199,1987-12-22,ZI000067865
  318,  169,1987-12-23,ZI000067865
  327,  202,1987-12-24,ZI000067865
  297,  188,1987-12-25,ZI000067865
  302,  192,1987-12-26,ZI000067865
  267,  202,1987-12-27,ZI000067865
  288,  178,1987-12-28,ZI000067865
  245,  174,1987-12-29,ZI000067865
  267,  171,1987-12-30,ZI000067865
  281,  157,1987-12-31,ZI000067865
  303,  161,1988-01-01,ZI000067865
  313,  144,1988-01-02,ZI000067865
  302,  163,1988-01-03,ZI000067865
  314,  161,1988-01-04,ZI000067865
  314,  153,1988-01-05,ZI000067865
  332,  147,1988-01-06,ZI000067865
  338,  167,1988-01-07,ZI000067865
  302,  183,1988-01-08,ZI000067865
  302,  183,1988-01-09,ZI000067865
  298,  192,1988-01-10,ZI000067865
  272,  175,1988-01-11,ZI000067865
  299,  180,1988-01-12,ZI000067865
  307,  172,1988-01-13,ZI000067865
  314,  165,1988-01-14,ZI000067865
  322,  170,1988-01-15,ZI000067865
  326,  194,1988-01-16,ZI000067865
  314,  180,1988-01-17,ZI000067865
  312,  180,1988-01-18,ZI000067865
  313,  187,1988-01-19,ZI000067865
  325,  174,1988-01-20,ZI000067865
  318,  175,1988-01-21,ZI000067865
  318,  177,1988-01-22,ZI000067865
  297,  172,1988-01-23,ZI000067865
  289,  189,1988-01-24,ZI000067865
  300,  187,1988-01-25,ZI000067865
  278,  190,1988-01-26,ZI000067865
  241,  170,1988-01-27,ZI000067865
  266,  152,1988-01-28,ZI000067865
  287,  142,1988-01-29,ZI000067865
  315,  150,1988-01-30,ZI000067865
  331,  180,1988-01-31,ZI000067865
  282,  183,1988-02-01,ZI000067865
  287,  169,1988-02-02,ZI000067865
  287,  133,1988-02-03,ZI000067865
  304,  110,1988-02-04,ZI000067865
  300,  137,1988-02-05,ZI000067865
  318,  137,1988-02-06,ZI000067865
  314,  188,1988-02-07,ZI000067865
  306,  182,1988-02-08,ZI000067865
  308,  160,1988-02-09,ZI000067865
  315,  157,1988-02-10,ZI000067865
  308,  204,1988-02-11,ZI000067865
  287,  190,1988-02-12,ZI000067865
  290,  199,1988-02-13,ZI000067865
  250,  187,1988-02-14,ZI000067865
  273,  182,1988-02-15,ZI000067865
  250,  190,1988-02-16,ZI000067865
  284,  188,1988-02-17,ZI000067865
  256,  185,1988-02-18,ZI000067865
  278,  188,1988-02-19,ZI000067865
  290,  177,1988-02-20,ZI000067865
  298,  180,1988-02-21,ZI000067865
  276,  193,1988-02-22,ZI000067865
  287,  173,1988-02-23,ZI000067865
  278,  188,1988-02-24,ZI000067865
  243,  185,1988-02-25,ZI000067865
  267,  186,1988-02-26,ZI000067865
  286,  177,1988-02-27,ZI000067865
  294,  185,1988-02-28,ZI000067865
  308,  184,1988-02-29,ZI000067865
  300,  149,1988-03-01,ZI000067865
  293,  174,1988-03-02,ZI000067865
  274,  178,1988-03-03,ZI000067865
  260,  185,1988-03-04,ZI000067865
  276,  195,1988-03-05,ZI000067865
  270,  198,1988-03-06,ZI000067865
  268,  193,1988-03-07,ZI000067865
  250,  182,1988-03-08,ZI000067865
  280,  178,1988-03-09,ZI000067865
  282,  184,1988-03-10,ZI000067865
  257,  190,1988-03-11,ZI000067865
  246,  187,1988-03-12,ZI000067865
  269,  176,1988-03-13,ZI000067865
  298,  166,1988-03-14,ZI000067865
  294,  165,1988-03-15,ZI000067865
  298,  169,1988-03-16,ZI000067865
  300,  182,1988-03-17,ZI000067865
  260,  184,1988-03-18,ZI000067865
  288,  167,1988-03-19,ZI000067865
  287,  160,1988-03-20,ZI000067865
  286,  174,1988-03-21,ZI000067865
  292,  156,1988-03-22,ZI000067865
  285,  120,1988-03-23,ZI000067865
  284,  123,1988-03-24,ZI000067865
  287,  124,1988-03-25,ZI000067865
  288,  130,1988-03-26,ZI000067865
  272,  117,1988-03-27,ZI000067865
  268,  128,1988-03-28,ZI000067865
  280,  136,1988-03-29,ZI000067865
  282,  127,1988-03-30,ZI000067865
  300,  122,1988-03-31,ZI000067865
  300,  149,1988-04-01,ZI000067865
  303,  150,1988-04-02,ZI000067865
  303,  156,1988-04-03,ZI000067865
  297,  174,1988-04-04,ZI000067865
  287,  155,1988-04-05,ZI000067865
  292,  152,1988-04-06,ZI000067865
  295,  136,1988-04-07,ZI000067865
  310,  148,1988-04-08,ZI000067865
  278,  190,1988-04-09,ZI000067865
  290,  172,1988-04-10,ZI000067865
  287,  166,1988-04-11,ZI000067865
  287,  170,1988-04-12,ZI000067865
  261,  169,1988-04-13,ZI000067865
  270,  124,1988-04-14,ZI000067865
  270,  128,1988-04-15,ZI000067865
  272,  120,1988-04-16,ZI000067865
  277,  137,1988-04-17,ZI000067865
  278,  140,1988-04-18,ZI000067865
  295,  138,1988-04-19,ZI000067865
  298,  140,1988-04-20,ZI000067865
  292,  170,1988-04-21,ZI000067865
  288,  154,1988-04-22,ZI000067865
  288,  175,1988-04-23,ZI000067865
  278,  148,1988-04-24,ZI000067865
  279,  136,1988-04-25,ZI000067865
  275,  162,1988-04-26,ZI000067865
  292,  148,1988-04-27,ZI000067865
  267,  165,1988-04-28,ZI000067865
  232,  137,1988-04-29,ZI000067865
  219,  104,1988-04-30,ZI000067865
  230,  103,1988-05-01,ZI000067865
  228,   92,1988-05-02,ZI000067865
  229,   90,1988-05-03,ZI000067865
  262,  104,1988-05-04,ZI000067865
  220,  152,1988-05-05,ZI000067865
  220,  106,1988-05-06,ZI000067865
  205,  123,1988-05-07,ZI000067865
  248,  102,1988-05-08,ZI000067865
  260,  103,1988-05-09,ZI000067865
  259,  103,1988-05-10,ZI000067865
  241,  115,1988-05-11,ZI000067865
  247,  122,1988-05-12,ZI000067865
  233,  108,1988-05-13,ZI000067865
  253,   94,1988-05-14,ZI000067865
  246,   63,1988-05-15,ZI000067865
  262,  100,1988-05-16,ZI000067865
  258,   89,1988-05-17,ZI000067865
  267,  135,1988-05-18,ZI000067865
  256,   70,1988-05-19,ZI000067865
  267,   61,1988-05-20,ZI000067865
  272,   48,1988-05-21,ZI000067865
  272,   70,1988-05-22,ZI000067865
  272,   63,1988-05-23,ZI000067865
  287,   66,1988-05-24,ZI000067865
  273,   57,1988-05-25,ZI000067865
  264,   77,1988-05-26,ZI000067865
  252,   75,1988-05-27,ZI000067865
  272,   72,1988-05-28,ZI000067865
  286,   80,1988-05-29,ZI000067865
  256,  114,1988-05-30,ZI000067865
  250,  106,1988-05-31,ZI000067865
  249,   61,1988-06-01,ZI000067865
  249,   66,1988-06-02,ZI000067865
  266,  109,1988-06-03,ZI000067865
  268,   60,1988-06-04,ZI000067865
  273,   52,1988-06-05,ZI000067865
  276,   57,1988-06-06,ZI000067865
  282,   86,1988-06-07,ZI000067865
  265,   94,1988-06-08,ZI000067865
  253,   70,1988-06-09,ZI000067865
  247,   75,1988-06-10,ZI000067865
  220,   60,1988-06-11,ZI000067865
  220,   57,1988-06-12,ZI000067865
  250,   34,1988-06-13,ZI000067865
  256,   29,1988-06-14,ZI000067865
  257,   20,1988-06-15,ZI000067865
  227,   89,1988-06-16,ZI000067865
  228,   71,1988-06-17,ZI000067865
  230,   74,1988-06-18,ZI000067865
  237,  100,1988-06-19,ZI000067865
  227,   48,1988-06-20,ZI000067865
  247,   90,1988-06-21,ZI000067865
  259,   32,1988-06-22,ZI000067865
  238,   99,1988-06-23,ZI000067865
  237,  105,1988-06-24,ZI000067865
  226,   90,1988-06-25,ZI000067865
  217,   61,1988-06-26,ZI000067865
  237,   38,1988-06-27,ZI000067865
  244,   47,1988-06-28,ZI000067865
  247,   76,1988-06-29,ZI000067865
  125,  100,1988-06-30,ZI000067865
  218,   73,1988-07-01,ZI000067865
  225,  103,1988-07-02,ZI000067865
  230,  133,1988-07-03,ZI000067865
  246,   77,1988-07-04,ZI000067865
  258,   90,1988-07-05,ZI000067865
  240,   91,1988-07-06,ZI000067865
  237,   63,1988-07-07,ZI000067865
  230,   52,1988-07-08,ZI000067865
  224,   30,1988-07-09,ZI000067865
  250,   39,1988-07-10,ZI000067865
  243,   73,1988-07-11,ZI000067865
